agent_code,month,quarter,year,cluster,agent_age,new_policy_count,agent_seniority,time_to_first_sale_months,ANBP_value_boxcox_added,net_income_boxcox_added,number_of_policy_holders_boxcox_added,number_of_cash_payment_policies_boxcox_added,pca_proposal_1,pca_proposal_2,pca_quotations_1,pca_quotations_2,pca_customers_1,pca_customers_2
852,2,0,0,0,28,13,31,27,170.93184138362315,111.12797938404877,11.537934335225314,0.0,0.1396755470199446,0.6219420938195263,0.34460132259409126,0.5301967336513654,0.515683010707212,0.451957186763182
764,2,0,0,0,38,15,18,20,280.54513217004643,194.1928692297355,14.867842441746095,11.929011634785653,0.4142385034270987,0.4143432241358259,0.623185855453285,0.7204364044363736,0.6274173382411875,0.46099756848749224
169,2,0,0,2,60,33,22,20,563.8042590172407,368.4534145836986,6.080340756874181,29.853851577992618,0.9189361547674119,0.524799327339876,0.7952271841870431,0.3347381092362162,0.49172764055303597,0.7646050088643139
447,2,0,0,1,53,18,5,18,434.47883012854095,266.35550355184876,0.0,15.635004545947014,0.37507695618313613,0.3032246554095873,0.39660628696674327,0.5476373003946148,0.5053897754853044,0.7207269808029494
862,2,0,0,0,27,11,7,11,258.0860616788358,169.78094993257068,9.491866900614143,9.93722211706792,0.22383062177655655,0.18708157219524202,0.34978481813638157,0.6272283425818848,0.5700085641520529,0.3843990273949969
277,2,0,0,2,57,23,27,27,476.51457518042946,331.22458428023623,6.080340756874181,26.37029361674966,0.5561672495445543,0.9382208707579123,0.7338237454634786,0.5566068210427896,0.512239496560521,0.6044434575747696
411,2,0,0,1,58,31,19,28,434.82891287649073,265.680347079885,12.320874862812193,33.071210583076756,0.8251749225994329,0.5272059773310436,0.5173067015994839,0.7883062006369399,0.6345900456006364,0.23676009238203966
197,2,0,0,1,29,22,33,42,363.0107142141893,238.06000653783272,9.330707333718514,17.5147489310669,0.41802813932901495,0.6035082081658634,0.4974082522288549,0.5253079706540024,0.32602805307661686,0.5264798152359208
763,2,0,0,1,51,21,29,15,404.32351387208405,267.77375476921526,12.065022699455492,14.488364158036452,0.42054257658370114,0.6997644479335535,0.37159157080996613,0.5588275898746943,0.37662441330869995,0.5306728611616007
58,2,0,0,2,20,27,47,47,492.78262475620113,342.8194235343616,6.747544753456044,30.68647408422459,0.767389725007906,0.40001217225248,0.8485051317553969,0.575115906615456,0.6444856801019816,0.45332228800953545
98,2,0,0,1,28,18,24,32,400.8006056466891,283.0393809881825,5.601137786683279,10.463673069954813,0.3534124597379824,0.17998963508178406,0.45897824242397595,0.7591410849989025,0.45483072247138645,0.5278449164822743
737,2,0,0,3,49,0,30,33,0.0,242.22094062629577,5.601137786683279,14.619494071415362,0.7739550363216836,0.7253062599101184,0.8209180620240295,0.2738974165999316,0.4206940387497984,0.5431954774381877
446,2,0,0,1,50,13,25,21,367.56510771891976,183.0617332057959,6.309033268607171,14.749643985323054,0.2693350993728727,0.552392572732348,0.36667375333659946,0.7791466652299928,0.5597526361483105,0.4644798030397691
823,2,0,0,1,42,20,20,19,429.7567040193207,230.68571429247032,9.167085204327785,24.423847409252865,0.3586287905415805,0.4059903789387619,0.47068339228055495,0.514889901658866,0.4985773616282528,0.648321485636134
219,2,0,0,2,45,31,25,24,499.0404652546133,355.030046368839,10.412561874574001,26.52677658982798,0.9215991911205725,0.6857726234160239,0.7338237454634786,0.5566068210427896,0.6783366847575028,0.35723666153589945
170,2,0,0,0,28,14,41,45,293.6201089380798,182.17573216439683,14.867842441746095,0.0,0.32273047035663105,0.47313325003477263,0.4715192148804356,0.9391560044556309,0.6889155990454773,0.16920193301385456
441,2,0,0,1,46,28,41,54,371.21267673465604,201.91459571211408,7.753578371758309,0.0,0.7885278126101566,0.5123436483724951,0.25751940724346367,0.41858586980991186,0.23136206740343535,0.5097641530336537
674,2,0,0,1,32,20,46,35,427.5005088679162,267.89217957781204,12.6958208461393,7.336148292421854,0.305194562362071,0.5164784936231974,0.409147259423203,0.7276522198513431,0.654741608105724,0.37324151236476333
284,2,0,0,1,50,20,16,17,413.53503435806664,289.53961078960197,10.412561874574001,24.423847409252865,0.4882106285030063,0.398898441825304,0.36436707783093286,0.7840885700202067,0.31613241857527163,0.3099176196084249
902,2,0,0,1,52,13,20,10,394.5210215669711,241.48111393808566,11.537934335225314,19.23571356432909,0.21999060244820579,0.8606897433198717,0.3635312552310521,0.35982246722344186,0.5054270827034696,0.5320379624079542
767,2,0,0,1,48,12,44,51,408.6578214427278,280.8677394840598,5.087706203876451,14.08886116352168,0.11977669802515006,0.512958113204854,0.24276566502201485,0.7804051988181822,0.4179338043897367,0.2910848241002345
581,2,0,0,1,57,17,36,39,457.7202633399183,224.31090252360642,7.36487319355889,6.630740607963704,0.4304254309114793,0.2717046367467405,0.4812221556933816,0.4894114601309376,0.3157721250728744,0.6065605908806929
83,2,0,0,0,32,11,46,39,136.7549937467291,92.90206091503731,8.485548822780414,13.401096673081781,0.21616210935053837,0.7027535512766945,0.339417827051801,0.43316512472084623,0.45483072247138645,0.5278449164822743
720,2,0,0,2,31,27,39,45,513.4070874555139,375.31716640297174,0.0,16.71454251252499,0.7314914048229566,0.46715504334849073,0.7728238997993147,0.4296891252088365,0.20780429796982186,0.3370799854675224
523,2,0,0,3,51,0,10,11,0.0,213.08044032390092,14.103754991011586,21.96404773772517,0.8973105155180091,0.3703355150252128,0.986558029367363,0.6329085755687377,0.7832212912162615,0.4825605664883895
208,2,0,0,1,37,22,12,17,404.1334351233497,288.20518893774096,7.561313754855983,19.84769637625101,0.6237964442681084,0.6685836566365229,0.7115795423927243,0.5271985488531291,0.7456410933479825,0.6503973982558906
85,2,0,0,2,37,19,28,41,439.4793763120741,307.3586071701303,6.080340756874181,22.056021294097043,0.41502615042717683,0.4651196322035249,0.12825605105834276,0.5423544538565489,0.2552801303394461,0.3858053493275171
725,2,0,0,1,22,23,23,9,347.6377417990715,231.51387819781564,9.80721450680678,20.34546194306188,0.6526419014921283,0.23401436168822548,0.6388142086677244,0.2550972281641798,0.24810742297999727,0.6100428254329697
719,2,0,0,0,25,21,10,8,289.4786247146722,178.22837234325013,13.991437412907983,19.338872756434967,0.3487847934095535,0.8028213981387149,0.459415403019797,0.557812212838128,0.5255786452085572,0.6685193823906779
502,2,0,0,3,53,0,12,4,0.0,176.32214931521585,7.561313754855983,11.929011634785653,0.15942579691626463,0.6662090181257408,0.5469347687675942,0.7672321015764325,0.790033705073313,0.5549660616552049
655,2,0,0,2,32,20,46,52,439.3231736086307,294.44994044483985,5.349152907801327,26.054833076794107,0.5432590078784233,0.35873435128940634,0.4449661272603817,0.7091962760715276,0.41076109703028796,0.5153223002056871
640,2,0,0,2,26,23,34,24,459.67921611758834,261.802570959375,9.80721450680678,20.34546194306188,0.39831674662844613,0.5280124918727886,0.3593162764224301,0.6961633547037837,0.6140781895931513,0.39692164367158395
589,2,0,0,2,49,36,27,13,500.85824179882627,289.54403583168886,3.5886540194337884,26.054833076794107,0.7956195327668372,0.8485412802379217,0.3073503902442367,0.4500747349574713,0.18384892781564594,0.6497278075686542
472,2,0,0,2,50,26,35,34,517.9998365807087,348.3281033531007,0.0,16.361428075210476,0.7304036624699523,0.4077345634077409,0.7464035063130483,0.20883579043882944,0.29529757628355463,0.5780331237752421
228,2,0,0,0,21,24,43,50,301.48936444575577,170.57177629365842,14.103754991011586,15.635004545947014,0.5592196218728269,0.21383629156558354,0.6685361815765123,0.7709154727784571,0.8071393541522722,0.35860176278225286
30,2,0,0,0,47,12,31,30,158.02434452868837,103.48278316828608,12.065022699455492,10.463673069954813,0.16164013881802453,0.7538211860203802,0.3930941468228658,1.0,0.4688531509060519,0.18732391714864177
129,2,0,0,1,52,20,28,23,367.6641167638463,261.6681485444377,13.991437412907983,20.832871537234162,0.5236213970408038,0.289623234534645,0.5330553477377875,0.7263936862631538,0.5700085641520529,0.3843990273949969
592,2,0,0,3,27,0,6,16,0.0,149.0511800197814,6.9583182330887245,25.33237357284058,0.25397467608432145,0.7145787762022724,0.2969443209651974,0.4846595700994959,0.6373129727425327,0.6775597641149881
511,2,0,0,1,51,14,3,4,372.78000148284127,217.09559085372464,10.412561874574001,13.540972914986648,0.25476232308439967,0.7653551842699713,0.27383819791272446,0.4635887739470729,0.2853646345640442,0.5501599465427414
641,2,0,0,0,51,20,16,29,207.2857965668988,123.82331326785989,13.416826982322895,24.423847409252865,0.40191892623613673,0.6836892115812285,0.4493138002027913,0.381961782205282,0.6403961933868264,0.8217164645756685
332,2,0,0,2,54,18,10,19,435.1615830389628,306.37589441851753,13.060895866312443,10.463673069954813,0.37207496728129796,0.16483607944724898,0.20898779462157913,0.4765685535219659,0.47501959219463935,0.47563731807000265
254,2,0,0,2,59,27,40,50,455.8108929707357,266.41976555249767,0.0,28.782952173554715,0.6402834671054151,0.5345891411204882,0.6313240376197676,0.16300752402387442,0.34309639493741084,0.518804534757964
195,2,0,0,2,31,19,41,43,491.13117316504395,311.32980849380607,12.6958208461393,7.106824558008982,0.39779033778554307,0.5171089476650005,0.4016567985738975,0.33642461865341244,0.5966495542299601,0.7012398954218086
721,2,0,0,2,50,25,2,3,469.4759311888777,276.0432717063078,11.537934335225314,29.429665353645337,0.7071638720246421,0.18294672694453962,0.28336965619877297,0.5325237860689719,0.4042716694574685,0.33496285216159905
692,2,0,0,0,51,19,8,18,203.98806313145695,141.4367245664116,6.531264972643802,16.12237460370646,0.21477427164460772,0.6346889994628939,0.25216413937292725,0.5410959202683595,0.254957144055214,0.49375930220478986
824,2,0,0,2,55,35,19,29,538.9842027707749,371.35833442750686,6.309033268607171,33.135249226956205,0.9194237064145636,0.5669316635345243,0.569577054239711,0.8239595546083816,0.5597899433664757,0.2757907846447738
281,2,0,0,1,53,33,39,36,393.22091441212984,264.2875233636812,8.831988161101583,29.853851577992618,0.8479271613975912,0.7098614775995965,0.9396429445976724,0.47474517113884834,0.5296681319237122,0.30012520582454477
392,2,0,0,2,49,29,13,17,479.8298954283662,239.64038799401663,5.844601982695124,13.81718141044899,0.6424589518114239,0.6534301010019877,0.40152410444011005,0.3273182250393162,0.4442518081834119,0.7158796450043191
127,2,0,0,0,31,15,24,27,202.8818248621491,110.75987666206635,6.309033268607171,11.929011634785653,0.39231276882476995,0.25123533994811176,0.4523236041745512,0.7921795865977367,0.549496708144568,0.5445605786845412
331,2,0,0,0,32,29,10,15,183.6020601538729,125.22903297350979,5.349152907801327,27.825257707220054,0.8087267569578773,0.6299717008602181,0.7897128349995325,0.5816074478569446,0.44837860211673214,0.15879645004319087
586,2,0,0,1,24,20,40,32,344.9710153531887,195.7036003547873,6.531264972643802,7.336148292421854,0.4172793495246879,0.5215030081113041,0.5455963201942472,0.9064086057198821,0.6107092898827908,0.172029877693181
194,2,0,0,2,33,29,41,35,458.37015437575747,287.1128237508983,10.988159201726715,0.0,0.7147431438284748,0.5612766950046145,0.838231756610145,0.6188071353715767,0.7357454588466373,0.43383520262839476
190,2,0,0,1,29,21,40,31,465.28236915469756,230.25195895151046,5.087706203876451,0.0,0.2745125729807196,0.8096221085761859,0.2397558610502551,0.37018739442572735,0.3325174806494363,0.7068392632800089
648,2,0,0,2,31,20,38,32,485.9789001445775,349.2094694131323,0.0,18.818205584782223,0.31725290139585793,0.2072596423178839,0.3372438456799218,0.44721342312515633,0.34277340865317885,0.6267584876352368
638,2,0,0,3,59,0,33,39,0.0,222.6287715885248,4.815670280845765,20.04808852338367,0.41097527636808545,0.23608178431357663,0.35630676225201885,0.5850834473689543,0.35675852986967915,0.4749265066965995
297,2,0,0,3,52,0,46,32,0.0,200.7796008123346,0.0,22.329952266666147,0.31071098851859524,0.7511233093532259,0.19932364220174315,0.39852714778597076,0.23444528804772902,0.6539208534943343
668,2,0,0,0,25,34,13,5,249.25135780508552,164.70081572035147,0.0,22.329952266666147,0.8644141842348979,0.5758669620835619,0.7478746490201827,0.07876567990947603,0.3728206056596117,0.9798021032454562
266,2,0,0,1,37,30,14,8,390.8363352167007,254.02606575092292,13.060895866312443,14.08886116352168,0.8109410988596373,0.7175838687548575,0.49841555735563303,0.430894517004175,0.4886817271269076,0.43175929000863816
791,2,0,0,0,47,9,41,45,115.72166891150611,62.61301373481648,12.571974268506512,11.929011634785653,0.09942625742297762,0.4514030451525379,0.2874128626791489,0.4157245579775969,0.42410024567832416,0.5793982250215954
143,2,0,0,0,48,21,13,22,259.10503332793337,124.68675273241517,0.0,7.560206476916666,0.38108093398681236,0.5800018073342641,0.43503629677162226,0.3138041860497146,0.5187289241333405,0.7848029056188577
489,2,0,0,1,32,24,19,18,401.83943022545634,241.71121966254418,0.0,26.991392818770997,0.6224086065621778,0.6005191048227223,0.576973609348339,0.6782948121315275,0.4312729530377729,0.35516074891614285
801,2,0,0,0,54,10,1,7,239.14205968540526,162.6961031152588,11.935229548988502,7.336148292421854,0.1520728386024089,0.2901385224004033,0.37403123025076884,0.862129975756202,0.6007763481632804,0.1441567004606804
797,2,0,0,2,36,34,4,10,552.1771560249787,388.3761073128425,0.0,0.0,0.7701654004197673,0.536141275880081,0.5811497997638511,0.8697398747118743,0.8071393541522722,0.35860176278225286
1,2,0,0,3,48,0,43,43,0.0,302.73324158243054,3.9206053401876835,13.259997165407924,0.41176292336816367,0.2868581923812756,0.41015456454998117,0.6332387662015158,0.23480558155012632,0.35727788222206625
122,2,0,0,0,55,33,12,11,287.94511615831016,138.69499864911535,5.349152907801327,32.09689403585435,0.822699342540498,0.3997209455764933,0.8567369298612082,0.2554414728201161,0.393692755169494,0.5229975806836439
158,2,0,0,2,47,30,46,58,523.3961754608462,326.02301682998797,7.36487319355889,17.737690451772725,0.8603244529800554,0.37805790618047364,0.7348310505902568,0.4621933673929622,0.31921563921956536,0.4540743200691054
631,2,0,0,0,23,29,11,12,255.43688564036546,131.0462766176366,0.0,31.89883085401417,0.6446732937131838,0.7410422688966272,0.8201764349661749,0.6856615545355768,0.691998819689771,0.31335863347453496
301,2,0,0,1,32,35,3,7,358.9325378941559,237.07937479083415,9.491866900614143,35.31055586021185,0.9212990957676462,0.677128551542973,0.9464302769808847,0.4508130631541104,0.5700085641520529,0.3843990273949969
329,2,0,0,1,31,37,31,41,312.2693212178501,192.93102784293748,9.167085204327785,29.215513223358723,0.8805233973277762,0.4956859586681967,0.45453637393954033,0.2503453381327381,0.20059428339220786,0.7500064799679702
165,2,0,0,2,44,32,7,18,543.1105286754685,287.37950626253047,0.0,24.423847409252865,0.8613733381373088,0.4687071781080835,0.7416574611679276,0.20961320640516107,0.38375981344998356,0.49512440345114334
496,2,0,0,1,35,33,8,13,395.66607930732283,261.9364738240623,9.80721450680678,34.20738226721156,0.7878887647085531,0.5262842966132537,0.5022872813091116,0.8327748453593924,0.6072657757360999,0.3245161485047685
131,2,0,0,0,50,8,41,38,302.3789424622014,177.75154652841908,8.126558498997658,14.619494071415362,0.11760121331914125,0.3941171533233544,0.42302639065166103,0.46935273810699646,0.3765871060905347,0.7193618795565959
672,2,0,0,2,43,32,28,40,528.2055890811571,376.2112119090415,4.815670280845765,26.991392818770997,0.6451608453603359,0.7831746050912753,0.5524227307719182,0.653828444732081,0.36360825094489585,0.35864298346841966
811,2,0,0,1,37,14,25,36,362.9223974544486,196.2669001064023,0.0,0.0,0.2876197971717598,0.5910525291984824,0.31165927479353617,0.6506261911519141,0.2922143556392609,0.43387642331456155
309,2,0,0,1,54,12,42,55,329.3678745069697,173.7283269928488,14.760946148982171,19.64553587112146,0.2614168750203628,0.1966473247860826,0.6730168384540579,0.751925269583933,0.8474424791624477,0.6315646027477002
402,2,0,0,2,55,32,27,22,487.70531983148504,240.5323015780001,8.485548822780414,29.358436175207153,0.7347546318819699,0.64541648317074,0.5034663587641359,0.5188197323205981,0.19754836996607938,0.41716076111229455
574,2,0,0,2,21,32,3,11,447.3436472149351,306.8548022611497,8.126558498997658,24.423847409252865,0.7446374862097479,0.21735667198392694,0.3090869212189461,0.3382174116563103,0.41076109703028796,0.5153223002056871
872,2,0,0,1,29,16,27,35,344.682868614724,185.01610748033283,7.36487319355889,20.04808852338367,0.4838208018952376,0.19244531404916504,0.5967654619670186,0.4995830696663665,0.6708036838956567,0.8781171089136199
658,2,0,0,0,34,22,9,17,271.1405991372342,185.13480194409155,0.0,11.77355954143758,0.37567714688898857,0.32051279915568887,0.5777028351962703,0.6608509424801939,0.8337803442301794,0.6754426308090647
876,2,0,0,0,43,5,33,24,60.26533498073092,34.02952796687757,4.815670280845765,6.128083125098293,0.01975024989632007,0.19871474741143375,0.29176082542290716,0.38762796116897663,0.3191783320014001,0.6427633384641006
833,2,0,0,0,51,28,2,15,145.2357025692501,67.89533707430459,6.531264972643802,0.0,0.706863776671716,0.17430265507148884,0.4802148505666034,0.583824913780765,0.5730544775781814,0.7172447462506726
554,2,0,0,1,23,17,12,14,335.08927743850614,175.3947422748109,15.288430642552056,15.134429786253323,0.14218998427463075,0.7181983335872163,0.5300458335673763,0.6153137789283244,0.6509751076748009,0.6336817360536235
607,2,0,0,2,41,34,15,21,530.8974779386286,376.6697587277651,0.0,27.89996401123128,0.8112411942125635,0.7262279406279082,0.6747269822455807,0.7735336280591489,0.7190001032700755,0.3335565302290787
557,2,0,0,0,57,18,18,5,230.0980676815272,156.96573494528857,9.80721450680678,10.463673069954813,0.23092234193323719,0.5232792040606685,0.29911830233707654,0.4706112716951858,0.5867166125104497,0.6733667181893082
860,2,0,0,1,33,16,18,9,397.04923659166104,252.59315125972796,4.815670280845765,12.385736680997772,0.48081881299339946,0.054056738086826595,0.4141980608317058,0.8155774351677662,0.3772703858771641,0.3147649554070552
863,2,0,0,1,35,33,34,29,405.1269805096373,231.26192484488874,13.533551892187603,18.71257508982618,0.7460641811114297,0.25419243181086737,0.7179421153900389,0.31027504474485407,0.5088705968501605,0.37955169159636665
830,2,0,0,3,43,0,17,22,0.0,115.27081650505262,0.0,14.488364158036452,0.5991688161168677,0.3757312683595211,0.32105774914444857,0.4113169126020916,0.4035883896708392,0.7395597763111398
310,2,0,0,2,43,30,11,17,567.5776718473488,308.0671146957108,14.435832354453616,26.054833076794107,0.7444500299155221,0.18386840766232954,0.5970699284290522,0.28914780389149586,0.5389177938565934,0.7325953072065862
43,2,0,0,1,57,26,8,1,392.5361120197255,205.77317254680506,10.988159201726715,28.19702721772863,0.6065994888222257,0.6893441801111383,0.6155363132870053,0.4535680914007236,0.32602805307661686,0.5264798152359208
602,2,0,0,2,42,22,5,12,481.2733978953825,242.2908514224043,8.307706394252648,23.915508318276775,0.3641063595023536,0.6718639866556506,0.706794419053145,0.7566240178225239,0.9219569023305416,0.5117988449672436
60,2,0,0,3,28,0,27,33,0.0,227.49835662652416,6.080340756874181,26.991392818770997,0.454565507415568,0.522424688829094,0.499980605803445,0.8377167501496063,0.5224954245642636,0.5243626819299974
430,2,0,0,1,30,16,12,19,414.1921695167384,282.1893985157998,5.349152907801327,23.046459277044416,0.4139384080741725,0.40569915226277514,0.1970169666960766,0.40346905257618465,0.40391137595507126,0.631605823433867
161,2,0,0,2,53,28,32,19,496.4891970699487,352.53784986396226,13.416826982322895,27.297233447534467,0.7654754784590723,0.3210440762308913,0.7814807470923725,0.6021439845946591,0.7224063101986011,0.36975927781248646
492,2,0,0,3,30,0,16,11,0.0,257.60199645958267,7.753578371758309,20.34546194306188,0.5092749342423076,0.5048453184070057,0.509683546616391,0.387972205824913,0.3632852646606638,0.46659693634569244
168,2,0,0,0,35,24,37,23,235.59027829811416,116.82978030304649,0.0,15.635004545947014,0.5871493342788319,0.6537213276779744,0.7576327071806962,0.6936994293202559,0.45486802968955165,0.339155898087279
799,2,0,0,0,34,12,42,46,249.86079351512856,168.82439585213788,9.80721450680678,8.20412815558002,0.13592476831377948,0.4015483178026287,0.29042266665090866,0.8259423623700517,0.414527597461211,0.25488207651682687
314,2,0,0,0,32,25,3,2,204.42538553144982,110.18836209015127,16.872065327786743,23.571268077871355,0.7325791471759611,0.5265755232892405,0.7784321547275026,0.7197121302628928,0.7999666467928235,0.5828392388877055
461,2,0,0,2,35,24,25,21,426.24762329849403,309.46223708530005,12.571974268506512,20.832871537234162,0.5345027530994007,0.8149858504301091,0.4929275953513092,0.5442981738485264,0.4719363715503456,0.33148061760932224
903,2,0,0,2,54,34,43,51,472.87029356846256,274.7355563992487,13.533551892187603,22.329952266666147,0.7881888600614793,0.5349283684863045,0.571352663408879,0.4834541783041575,0.47465929869224205,0.7722802893422707
148,2,0,0,0,27,25,10,5,219.83029859991385,146.77626765712265,0.0,29.429665353645337,0.7147431438284748,0.5612766950046145,0.29042266665090866,0.8259423623700517,0.5464134875002743,0.4004038782238608
142,2,0,0,2,35,23,40,33,439.7548807257028,304.102559689214,0.0,7.993897935583119,0.5435591032313495,0.3673784231624571,0.21851925290762758,0.5455035656438649,0.2211061393996928,0.589844928678426
758,2,0,0,2,57,23,40,33,449.1555189134338,316.1888205843784,6.309033268607171,24.50766676389533,0.4827330595422332,0.1330248341084153,0.40383077994577665,0.3223763202491023,0.48114872626506155,0.9526397373863589
632,2,0,0,2,57,25,11,9,506.5868805076281,280.2819039420799,0.0,8.410296620427644,0.5992076733126188,0.344502476372661,0.6379395976747337,0.3586170754281034,0.36977469223348325,0.6469563843897805
303,2,0,0,2,52,19,10,15,454.9936069175711,281.81071169714664,0.0,22.056021294097043,0.3432683672530292,0.5681765824086863,0.45028231693645954,0.815334278616143,0.6206049243841361,0.3885920733206768
412,2,0,0,1,31,12,24,35,328.7758921772895,179.31617583672167,5.601137786683279,8.20412815558002,0.22900809538440348,0.44431110803907997,0.34460132259409126,0.5301967336513654,0.4206567315316332,0.7318844958331829
202,2,0,0,0,21,10,21,11,156.97379602632037,97.54757236990484,6.309033268607171,16.597548481595215,0.16055239646502012,0.6944007060796303,0.5109829169952794,0.47744375468452643,0.5358345732122998,0.5884386067459056
685,2,0,0,1,33,17,13,17,318.29127543464034,228.9722030723984,3.9206053401876835,17.17570465435952,0.2693350993728727,0.552392572732348,0.1998937867327003,0.5054425662969179,0.10288238429289781,0.40044509891002755
206,2,0,0,0,53,26,2,13,291.50798034357894,161.03839241336502,0.0,21.779083417727602,0.7602591476554743,0.09504333237391355,0.7286402499211883,0.4595752121122703,0.4650866504751289,0.44776414083750204
569,2,0,0,2,47,22,24,30,469.8415478175165,307.9981356891499,12.6958208461393,11.77355954143758,0.5662724848337565,0.5812627154178702,0.6665339725328793,0.5654221117938003,0.6410421659552905,0.605808558821123
394,2,0,0,1,42,28,33,24,391.58319407370215,194.79341813452612,13.060895866312443,25.087475277463408,0.7479395704645123,0.3643893198193161,0.7163646657323035,0.29777307988373436,0.6475689007462753,0.5974789884702159
893,2,0,0,2,47,26,25,29,518.5335797899002,312.93342367694765,13.533551892187603,0.0,0.7076514236717941,0.22507906313918796,0.4663357193381453,0.8421243955251116,0.5805874784400274,0.19636429887295193
789,2,0,0,0,53,15,22,29,292.44321121735703,189.9838552855582,8.831988161101583,19.338872756434967,0.23339792199217219,0.6507642358152188,0.45245629830833867,0.801285980211833,0.5057873762058668,0.23539499113568618
306,2,0,0,2,42,33,43,45,546.1952649535627,328.11664662231783,4.815670280845765,29.853851577992618,0.6846613451529757,0.8717084537037045,0.6594809620807434,0.2720035354927205,0.32599074585845167,0.715168833630916
628,2,0,0,1,38,25,47,48,410.82316190401957,270.53045984527853,9.167085204327785,16.001712609522674,0.7825238348064805,0.23556649644781824,0.7908792214432848,0.3628347060448365,0.47465929869224205,0.7722802893422707
744,2,0,0,3,54,0,24,35,0.0,95.389083075697,14.435832354453616,0.0,0.5577929269711451,0.17700053173864316,0.594591770396488,0.812769265128302,0.844359258518154,0.4874079022870198
593,2,0,0,3,52,0,13,20,0.0,219.967833697359,9.167085204327785,20.736186883452344,0.29144829026942726,0.7489887212416596,0.3970434475625644,0.3463084282338402,0.49172764055303597,0.7646050088643139
437,2,0,0,2,45,36,39,40,577.5998102022246,301.068403661551,5.349152907801327,35.850646204664045,0.8643753270391468,0.6070957540704219,0.5978118452882554,0.17652156301347605,0.390249241022803,0.6754838514952315
344,2,0,0,2,41,28,18,31,553.5888581954172,395.4685271682337,0.0,0.0,0.7733548456158311,0.7080181161640169,0.7404783837129033,0.5235683194439553,0.4852382129802166,0.5842455608202257
348,2,0,0,0,24,21,47,35,152.94967982041194,100.05602920467469,17.246451756624033,19.338872756434967,0.25615016079033026,0.8334197360837718,0.7089684004250242,0.7425757194182137,0.8508859933091386,0.47907833193611266
399,2,0,0,3,30,0,19,5,0.0,290.87756969304644,10.703812220090633,20.832871537234162,0.39861684198137237,0.5366565637458394,0.5255651766898307,0.6343039821228484,0.7087068680481676,0.6023263242688461
336,2,0,0,1,23,23,3,4,309.86981830320025,183.7305101586152,9.491866900614143,28.123023187963092,0.7397212507590761,0.0,0.683688296000672,0.7355532216701008,0.5905204201595379,0.22423747610545258
68,2,0,0,1,27,12,47,56,392.04231450340416,209.40198397241338,16.489632095705797,8.20412815558002,0.26363121692212277,0.284259492680722,0.5330553477377875,0.7263936862631538,0.7798150842877357,0.44635781890498183
176,2,0,0,2,39,33,36,26,586.2090468787538,376.225419220919,8.485548822780414,27.449018174779074,0.922199381826425,0.7030607671621254,0.7215872394690525,0.16615663581119045,0.43431886646390144,0.6880064677718185
381,2,0,0,0,35,18,29,22,251.73600674642424,146.8787266852674,8.307706394252648,23.046459277044416,0.5200192174331132,0.13394651482620507,0.47748341567503916,0.3957754224474419,0.28568762084827626,0.44220599366546864
504,2,0,0,2,37,24,43,56,420.99826368112014,304.2272102719794,9.491866900614143,26.991392818770997,0.6350671363018171,0.3085883972635104,0.7172004883321843,0.7220391826804993,0.5905204201595379,0.22423747610545258
703,2,0,0,1,39,21,12,19,418.7818147548657,293.68564319781433,9.80721450680678,7.560206476916666,0.4654972469005994,0.18501414956989087,0.5542922456817636,0.8502154121026417,0.6038222615894089,0.4770024193163561
839,2,0,0,1,39,15,4,11,410.72239399616603,252.06413992045168,5.087706203876451,22.238969917705795,0.3934005111777743,0.31065581988886154,0.20246614030729043,0.8178513457925217,0.42818973239347924,0.21100404845546233
370,2,0,0,2,50,40,32,27,636.4407549821854,453.3390984301295,0.0,24.423847409252865,0.9999999999999999,0.8455521768947807,0.6046930834121451,0.6894817987035228,0.47501959219463935,0.47563731807000265
605,2,0,0,3,48,0,40,48,0.0,162.3576314593038,10.412561874574001,12.8290188923847,0.3641063595023536,0.6718639866556506,0.6348912951112126,0.7753231181539625,0.6748931706108117,0.509722932347487
224,2,0,0,2,21,36,22,28,475.3040250837811,233.57765534870458,14.435832354453616,10.463673069954813,0.8783479126217673,0.3768449987866971,0.8501089685963188,0.4541521897001987,0.6038222615894089,0.4770024193163561
750,2,0,0,1,43,19,47,54,356.33571173599495,218.1025578695537,13.416826982322895,23.743936725268746,0.5621827535789139,0.38345365951478205,0.7397364668537001,0.6361945603219752,0.6848261123303221,0.5375961095799876
584,2,0,0,1,51,12,28,20,416.04713688782175,275.86015643450344,12.320874862812193,15.635004545947014,0.15503597030849586,0.45975589034960185,0.34761083676450244,0.6412766409861949,0.5867539197286149,0.48467769979431286
101,2,0,0,1,37,20,27,17,390.4643395808845,188.36196942440262,6.080340756874181,20.832871537234162,0.37729129808489603,0.3908368233042267,0.4592827088860095,0.5487058192240318,0.5259016314927893,0.560565429513405
822,2,0,0,1,21,32,46,59,304.80903670349653,183.1729902169117,6.747544753456044,24.423847409252865,0.7216474076909296,0.8639860625484437,0.704355049413691,0.7524595289986415,0.6205676171659709,0.5772810917156721
286,2,0,0,1,51,13,15,17,408.0360356269509,272.5294793595591,9.80721450680678,0.0,0.14267753592178273,0.7603306697818646,0.1903623284466518,0.43650755417501885,0.29253734192349296,0.32592247043728884
